"NC8";"Libelle";"CPF4 rév. 2";"CPF6 rév. 2";"A17 rév. 2";"A38 rév. 2";"A129 rév. 2";"CF4 rév. 2.1";"CPF6 rév. 2.1";"A17 rév. 2.1";"A38 rév. 2.1";"A129 rév. 2.1";"Début";"Fin"
"5603 94 90";"Nontissés, même imprégnés ou stratifiés, n.d.a., d'un poids > 150 g/m² (sauf enduits ou recouverts et à l'excl. des nontissés de filaments synthétiques ou artificiels)";"1395";"139510";"C5";"CB";"C13Z";"1395";"139510";"C5";"CB";"C13Z";2006;2020
"5604 10 00";"Fils et cordes de caoutchouc, recouverts de textiles";"1396";"139613";"C5";"CB";"C13Z";"1396";"139613";"C5";"CB";"C13Z";2007;2020
"5604 90 10";"Fils à haute ténacité de polyesters, de nylon ou d'autres polyamides ou de rayonne viscose, imprégnés ou enduits de caoutchouc ou de matière plastique";"1396";"139613";"C5";"CB";"C13Z";"1396";"139613";"C5";"CB";"C13Z";2004;2020
"5604 90 90";"Fils textiles, lames et formes simil. des n° 5404 ou 5405, imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des fils à haute ténacité de polyesters, de nylon ou d'autres polyamides ou de rayonne viscose, imprégnés ou enduits, ainsi que des imitations de catgut munies d'hameçons ou autrement montées en lignes)";"1396";"139613";"C5";"CB";"C13Z";"1396";"139613";"C5";"CB";"C13Z";2004;2020
"5605 00 00";"Filés métalliques et fils métallisés, même guipés, constitués par des fils textiles, des lames ou formes simil. des n° 5404 et 5405, combinés avec du métal sous forme de fils, de lames ou de poudres, ou recouverts de métal (sauf fils textiles armés à l'aide d'un fil de métal, articles ayant le caractère d'ouvrages de passementerie et fils textiles formés d'un mélange de fibres textiles et métalliques leur conférant un effet antistatique)";"1396";"139611";"C5";"CB";"C13Z";"1396";"139611";"C5";"CB";"C13Z";2004;2020
"5606 00 10";"Fils dits 'de chaînette' (à l'excl. des filés métalliques et fils métallisés du n° 5605, des fils de crin guipés, des fils métalliques guipés avec des fils textiles, des fils en caoutchouc guipés avec des textiles ainsi que des milanaises, torses et autres produits textiles guipés du n° 5808)";"1399";"139915";"C5";"CB";"C13Z";"1399";"139915";"C5";"CB";"C13Z";1993;2020
"5606 00 91";"Fils guipés (à l'excl. des filés métalliques et fils métallisés du n° 5605, des fils de crin guipés, des fils métalliques guipés avec des fils textiles, des fils en caoutchouc guipés avec des textiles ainsi que des milanaises, torses et autres produits textiles guipés du n° 5808)";"1399";"139915";"C5";"CB";"C13Z";"1399";"139915";"C5";"CB";"C13Z";1993;2020
"5606 00 99";"Fils de chenille et lames et formes simil. des n° 5404 et 5405 guipées (à l'excl. des filés métalliques et fils métallisés du n° 5605, des fils de crin guipés, des fils métalliques guipés avec des fils textiles, des fils en caoutchouc guipés avec des textiles ainsi que des milanaises, torses et autres produits textiles guipés du n° 5808)";"1399";"139915";"C5";"CB";"C13Z";"1399";"139915";"C5";"CB";"C13Z";1993;2020
"5607 21 00";"Ficelles lieuses ou botteleuses, de sisal ou d'autres fibres textiles du genre 'Agave'";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2006;2020
"5607 29 00";"Ficelles, cordes et cordages, de sisal ou d'autres fibres textiles du genre 'Agave', tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des ficelles lieuses ou botteleuses)";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2006;2020
"5607 41 00";"Ficelles lieuses ou botteleuses, de polyéthylène ou de polypropylène";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2007;2020
"5607 49 11";"Ficelles, cordes et cordages, de polyéthylène ou de polypropylène, titrant > 50000 décitex [5 g/m], tressés, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des ficelles lieuses ou botteleuses)";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2004;2020
"5607 49 19";"Ficelles, cordes et cordages, de polyéthylène ou de polypropylène, titrant > 50000 décitex [5 g/m], non tressés, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des ficelles lieuses ou botteleuses)";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2004;2020
"5607 49 90";"Ficelles, cordes et cordages, de polyéthylène ou de polypropylène, titrant <= 50000 décitex [5 g/m], tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des ficelles lieuses ou botteleuses)";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2004;2020
"5607 50 11";"Ficelles, cordes et cordages, de nylon ou d'autres polyamides ou de polyesters, titrant > 50000 décitex [5 g/m], tressés, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2004;2020
"5607 50 19";"Ficelles, cordes et cordages, de nylon ou d'autres polyamides ou de polyesters, titrant > 50000 décitex [5 g/m], non tressés, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2004;2020
"5607 50 30";"Ficelles, cordes et cordages, de nylon ou d'autres polyamides ou de polyesters, titrant <= 50000 décitex [5 g/m], tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2004;2020
"5607 50 90";"Ficelles, cordes et cordages, de fibres synthétiques, tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des produits de polyéthylène, de polypropylène, de polyesters, de nylon ou d'autres polyamides)";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2004;2020
"5607 90 20";"Ficelles, cordes et cordages, d'abaca [chanvre de Manille ou 'Musa textilis Nee'] ou d'autres fibres [de feuilles] dures ainsi que de jute ou d'autres fibres textiles libériennes du n° 5303, tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2004;2020
"5607 90 90";"Ficelles, cordes et cordages, tressés ou non, même imprégnés, enduits, recouverts ou gainés de caoutchouc ou de matière plastique (à l'excl. des produits de fibres synthétiques, de jute ou d'autres fibres textiles libériennes du n° 5303, de sisal ou d'autres fibres textiles du genre 'Agave', d'abaca [chanvre de Manille ou 'Musa textilis Nee'] ou d'autres fibres [de feuilles] dures)";"1394";"139411";"C5";"CB";"C13Z";"1394";"139411";"C5";"CB";"C13Z";2004;2020
"5608 11 20";"Filets confectionnés pour la pêche, à mailles nouées, obtenus à partir de ficelles, cordes ou cordages en matières textiles synthétiques ou artificielles (à l'excl. des épuisettes)";"1394";"139412";"C5";"CB";"C13Z";"1394";"139412";"C5";"CB";"C13Z";1993;2020
"5608 11 80";"Filets confectionnés pour la pêche, à mailles nouées, en fils de matières textiles synthétiques ou artificielles (à l'excl. des épuisettes ainsi que des filets en ficelles, cordes ou cordages)";"1394";"139412";"C5";"CB";"C13Z";"1394";"139412";"C5";"CB";"C13Z";1993;2020
"5608 19 11";"Filets confectionnés, à mailles nouées, obtenus à partir de ficelles, cordes ou cordages en nylon ou en autres polyamides (à l'excl. des filets de pêche, des résilles et filets à cheveux ainsi que des épuisettes, filets à papillons et articles simil. pour la pratique des sports)";"1394";"139412";"C5";"CB";"C13Z";"1394";"139412";"C5";"CB";"C13Z";1993;2020
"5608 19 19";"Filets confectionnés, à mailles nouées, en nylon ou en autres polyamides (à l'excl. des filets de pêche, des résilles et filets à cheveux, des filets obtenus à partir de ficelles, cordes ou cordages ainsi que des épuisettes, filets à papillons et articles simil. pour la pratique des sports)";"1394";"139412";"C5";"CB";"C13Z";"1394";"139412";"C5";"CB";"C13Z";1993;2020
"5608 19 30";"Filets confectionnés, à mailles nouées, en matières textiles synthétiques ou artificielles (à l'excl. des filets en nylon ou en autres polyamides, des filets de pêche, des filets ou résilles à cheveux ainsi que des épuisettes, filets à papillons et articles simil. pour la pratique des sports)";"1394";"139412";"C5";"CB";"C13Z";"1394";"139412";"C5";"CB";"C13Z";1993;2020
"5608 19 90";"Filets à mailles nouées, en nappes ou en pièces, obtenus à partir de ficelles, cordes ou cordages, en matières textiles synthétiques ou artificielles (à l'excl. des filets confectionnés)";"1394";"139412";"C5";"CB";"C13Z";"1394";"139412";"C5";"CB";"C13Z";1993;2020
"5608 90 00";"Filets à mailles nouées, en nappes ou en pièces, obtenus à partir de ficelles, cordes ou cordages; filets confectionnés pour la pêche et autres filets confectionnés, en matières textiles végétales (à l'excl. des filets et résilles à cheveux ainsi que des épuisettes, filets à papillons et articles simil. pour la pratique des sports)";"1394";"139412";"C5";"CB";"C13Z";"1394";"139412";"C5";"CB";"C13Z";1993;2020
"5609 00 00";"Articles en fils, lames ou formes simil. des n° 5404 et 5405, ficelles, cordes ou cordages du n° 5607, n.d.a.";"1394";"139412";"C5";"CB";"C13Z";"1394";"139412";"C5";"CB";"C13Z";1993;2020
"5701 10 10";"Tapis de laine ou de poils fins, à points noués ou enroulés, même confectionnés, contenant en poids > 10% au total de soie ou de bourre de soie [schappe]";"1393";"139311";"C5";"CB";"C13Z";"1393";"139311";"C5";"CB";"C13Z";1996;2020
"5701 10 90";"Tapis de laine ou de poils fins, à points noués ou enroulés, même confectionnés (à l'excl. des tapis contenant en poids > 10% au total de soie ou de bourre de soie [schappe])";"1393";"139311";"C5";"CB";"C13Z";"1393";"139311";"C5";"CB";"C13Z";2004;2020
"5701 90 10";"Tapis de soie, de bourre de soie [schappe], de fibres synthétiques, de filés ou fils du n° 5605 ou en matières textiles avec des fils de métal incorporés, à points noués ou enroulés, même confectionnés";"1393";"139311";"C5";"CB";"C13Z";"1393";"139311";"C5";"CB";"C13Z";2004;2020
"5701 90 90";"Tapis en matières textiles, à points noués ou enroulés, même confectionnés (à l'excl. des tapis de laine, de poils fins, de soie, de bourre de soie [schappe] ou en matières textiles avec des fils de métal incorporés)";"1393";"139311";"C5";"CB";"C13Z";"1393";"139311";"C5";"CB";"C13Z";2004;2020
"5702 10 00";"Tapis dits 'kelim' ou 'kilim', 'schumacks' ou 'soumak', 'karamanie' et tapis simil. tissés à la main, même confectionnés";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1993;2020
"5702 20 00";"Revêtements de sol en coco, tissés, même confectionnés";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1993;2020
"5702 31 10";"Tapis Axminster de laine ou de poils fins, tissés, non-touffetés ni floqués, à velours, non-confectionnés";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 31 80";"Tapis et autres revêtements de sol, de laine ou de poils fins, tissés, non touffetés ni floqués, à velours, non confectionnés (à l'excl. des tapis dits 'Axminster', 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' ainsi que des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 32 00";"Tapis et autres revêtements de sol, de matières textiles synthétiques ou artificielles, tissés, non touffetés ni floqués, à velours, non confectionnés (à l’exclusion des tapis dits (kelim) ou (kilim), (schumacks) ou (soumak), (karamanie) et tapis similaires tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 39 00";"Tapis et autres revêtements de sol, de matières textiles végétales ou de poils grossiers, tissés, non-touffetés ni floqués, à velours, non-confectionnés (à l'excl. des revêtements de sol en coco et des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' ainsi que des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 41 10";"Tapis Axminster de laine ou de poils fins, tissés, non-touffetés ni floqués, à velours, confectionnés";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 41 90";"Tapis et autres revêtements de sol, de laine ou de poils fins, tissés, non touffetés ni floqués, à velours, confectionnés (à l'excl. des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et tapis simil. tissés à la main ainsi que des tapis Axminster)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 42 00";"Tapis et autres revêtements de sol, de matières synthétiques ou artificielles, tissés, non touffetés ni floqués, à velours, confectionnés (à l’exclusion des tapis dits (kelim) ou (kilim), (schumacks) ou (soumak), (karamanie) et tapis similaires tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 49 00";"Tapis et autres revêtements de sol, de matières textiles végétales ou de poils grossiers, tissés, non-touffetés ni floqués, à velours, confectionnés (à l'excl. des revêtements de sol en coco ainsi que des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 50 10";"Tapis et autres revêtements de sol, de laine ou de poils fins, tissés, non-touffetés ni floqués, sans velours, non-confectionnés (à l'excl. des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1993;2020
"5702 50 31";"Tapis et autres revêtements de sol, de polypropylène, tissés, non-touffetés ni floqués, sans velours, non-confectionnés (à l'excl. des tapis dits ''kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1993;2020
"5702 50 39";"Tapis et autres revêtements de sol, de matières textiles synthétiques ou artificielles, tissés, non-touffetés ni floqués, sans velours, non-confectionnés (à l'excl. des articles de polypropylène, des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1993;2020
"5702 50 90";"Tapis et autres revêtements de sol, de matières textiles végétales ou de poils grossiers, tissés, non-touffetés ni floqués, sans velours, non-confectionnés (à l'excl. des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 91 00";"Tapis et autres revêtements de sol, de laine ou de poils fins, tissés, non-touffetés ni floqués, sans velours, confectionnés (à l'excl. des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 92 10";"Tapis et autres revêtements de sol, de polypropylène, tissés, non-touffetés ni floqués, sans velours, confectionnés (à l'excl. des tapis dits ''kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 92 90";"Tapis et autres revêtements de sol, de matières textiles synthétiques ou artificielles, tissés, non-touffetés ni floqués, sans velours, confectionnés (à l'excl. des articles de polypropylène, des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5702 99 00";"Tapis et autres revêtements de sol, de matières textiles végétales ou de poils grossiers, tissés, non-touffetés ni floqués, sans velours, confectionnés (à l'excl. des revêtements de sol en coco ainsi que des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' et des tapis simil. tissés à la main)";"1393";"139312";"C5";"CB";"C13Z";"1393";"139312";"C5";"CB";"C13Z";1996;2020
"5703 10 00";"Tapis et autres revêtements de sol, de laine ou de poils fins, touffetés, même confectionnés";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";2004;2020
"5703 20 12";"Carreaux, de nylon ou d'autres polyamides, touffetés, même confectionnés, imprimés (à l'excl. des carreaux d'une superficie > 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";1993;2020
"5703 20 18";"Tapis et autres revêtements de sol, de nylon ou d'autres polyamides, touffetés, même confectionnés, imprimés (à l'excl. des carreaux d'une superficie <= 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";2004;2020
"5703 20 92";"Carreaux, de nylon ou d'autres polyamides, touffetés, même confectionnés (à l'excl. des articles imprimés ainsi que des carreaux d'une superficie > 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";2004;2020
"5703 20 98";"Tapis et autres revêtements de sol, de nylon ou d'autres polyamides, touffetés, même confectionnés (à l'excl. des articles imprimés ainsi que des carreaux d'une superficie <= 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";1996;2020
"5703 30 12";"Carreaux, de polypropylène, touffetés, même confectionnés (à l'excl. des carreaux d'une superficie > 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";1996;2020
"5703 30 18";"Tapis et autres revêtements de sol, de polypropylène, touffetés, même confectionnés (à l'excl. des carreaux d'une superficie <= 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";1996;2020
"5703 30 82";"Carreaux, de matières textiles synthétiques ou artificielles, touffetés, même confectionnés (à l'excl. des articles de polypropylène, de nylon ou d'autres polyamides ainsi que des carreaux d'une superficie > 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";2004;2020
"5703 30 88";"Tapis et autres revêtements de sol, de matières textiles synthétiques ou artificielles, touffetés, même confectionnés (à l'excl. des articles de polypropylène, de nylon ou d'autres polyamides ainsi que des carreaux d'une superficie <= 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";1996;2020
"5703 90 20";"Carreaux, de matières textiles végétales ou de poils grossiers, touffetés, même confectionnés (à l'excl. des carreaux d'une superficie > 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";2004;2020
"5703 90 80";"Tapis et autres revêtements de sol, de matières textiles végétales ou de poils grossiers, touffetés, même confectionnés (à l'excl. des carreaux d'une superficie <= 1 m²)";"1393";"139313";"C5";"CB";"C13Z";"1393";"139313";"C5";"CB";"C13Z";2004;2020
"5704 10 00";"Carreaux, en feutre, non-touffetés ni floqués, d'une superficie <= 0,3 m²";"1393";"139319";"C5";"CB";"C13Z";"1393";"139319";"C5";"CB";"C13Z";2004;2020
"5704 20 00";"Carreaux, en feutre, non touffetés ni floqués, d’une superficie > 0,3 m² mais <= 1 m²";"1393";"139319";"C5";"CB";"C13Z";"1393";"139319";"C5";"CB";"C13Z";2004;2020
"5704 90 00";"Tapis et autres revêtements de sol, en feutre, non touffetés ni floqués, même confectionnés (à l'excl. des carreaux d'une superficie <= 1 m²)";"1393";"139319";"C5";"CB";"C13Z";"1393";"139319";"C5";"CB";"C13Z";2004;2020
"5705 00 30";"Tapis et autres revêtements de sol, de matières textiles synthétiques ou artificielles, même confectionnés (à l'excl. de ceux à points noués ou enroulés, tissés, touffetés ou en feutre)";"1393";"139319";"C5";"CB";"C13Z";"1393";"139319";"C5";"CB";"C13Z";2004;2020
"5705 00 80";"Tapis et autres revêtements de sol, de laine ou de poils ainsi que des matières végétales, même confectionnés (à l'excl. de ceux à points noués ou enroulés, touffetés, et tissés ou en feutre mais non floqués)";"1393";"139319";"C5";"CB";"C13Z";"1393";"139319";"C5";"CB";"C13Z";2004;2020
"5801 10 00";"Velours et peluches tissés et tissus de chenille, de laine ou de poils fins (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1995;2020
"5801 21 00";"Velours et peluches par la trame, non-coupés, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1993;2020
"5801 22 00";"Velours et peluches par la trame, coupés, côtelés, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1993;2020
"5801 23 00";"Velours et peluches par la trame, coupés, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1993;2020
"5801 26 00";"Tissus de chenille, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1993;2020
"5801 27 00";"Velours et peluches par la chaîne, de coton (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1993;2020
"5801 31 00";"Velours et peluches par la trame, non-coupés, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";2012;2020
"5801 32 00";"Velours et peluches par la trame, coupés, côtelés, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1993;2020
"5801 33 00";"Velours et peluches par la trame, coupés, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1996;2020
"5801 36 00";"Tissus de chenille, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1996;2020
"5801 37 00";"Velours et peluches par la chaîne, de fibres synthétiques ou artificielles (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";2004;2020
"5801 90 10";"Velours et peluches tissés et tissus de chenille, de lin (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées ainsi que des articles de rubanerie du n° 5806)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";2004;2020
"5801 90 90";"Velours et peluches tissés et tissus de chenille (à l'excl. des tissus bouclés du genre éponge, des surfaces textiles touffetées, des articles de rubanerie du n° 5806 et des articles de lin, de laine, de poils fins ou de fibres synthétiques et artificielles)";"1320";"132041";"C5";"CB";"C13Z";"1320";"132041";"C5";"CB";"C13Z";1996;2020
"5802 11 00";"Tissus bouclés du genre éponge, en coton, écrus (à l'excl. des articles de rubanerie du n° 5806 ainsi que des tapis et autres revêtements de sol du n° 5703)";"1320";"132042";"C5";"CB";"C13Z";"1320";"132042";"C5";"CB";"C13Z";1993;2020
"5802 19 00";"Tissus bouclés du genre éponge, en coton (à l'excl. des tissus écrus, des articles de rubanerie du n° 5806 ainsi que des tapis et autres revêtements de sol du n° 5703)";"1320";"132042";"C5";"CB";"C13Z";"1320";"132042";"C5";"CB";"C13Z";1995;2020
"5802 20 00";"Tissus bouclés du genre éponge (à l'excl. des tissus en coton, des articles de rubanerie du n° 5806 ainsi que des tapis et autres revêtements de sol du n° 5703)";"1320";"132043";"C5";"CB";"C13Z";"1320";"132043";"C5";"CB";"C13Z";2012;2020
"5802 30 00";"Surfaces textiles touffetées (à l'excl. des tapis et autres revêtements de sol du n° 5703)";"1320";"132045";"C5";"CB";"C13Z";"1320";"132045";"C5";"CB";"C13Z";1995;2020
"5803 00 10";"Tissus à point de gaze, de coton (à l'excl. des articles de rubanerie du n° 5806)";"1320";"132044";"C5";"CB";"C13Z";"1320";"132044";"C5";"CB";"C13Z";1993;2020
"5803 00 30";"Tissus à point de gaze, de soie ou de déchets de soie (à l'excl. des articles de rubanerie du n° 5806)";"1320";"132044";"C5";"CB";"C13Z";"1320";"132044";"C5";"CB";"C13Z";1993;2020
"5803 00 90";"Tissus à point de gaze (à l'excl. des tissus de coton, de soie ou de déchets de soie ainsi que des articles de rubanerie du n° 5806)";"1320";"132044";"C5";"CB";"C13Z";"1320";"132044";"C5";"CB";"C13Z";1993;2020
"5804 10 10";"Tulles et tulles-bobinots, unis";"1399";"139911";"C5";"CB";"C13Z";"1399";"139911";"C5";"CB";"C13Z";2004;2020
"5804 10 90";"Tulles, tulles-bobinots et tissus à mailles nouées (à l'excl. des articles unis)";"1399";"139911";"C5";"CB";"C13Z";"1399";"139911";"C5";"CB";"C13Z";1993;2020
"5804 21 00";"Dentelles à la mécanique, de fibres synthétiques ou artificielles, en pièces, en bandes ou en motifs (à l’exclusion des produits des positions 6002 à 6006)";"1399";"139911";"C5";"CB";"C13Z";"1399";"139911";"C5";"CB";"C13Z";2004;2020
"5804 29 00";"Dentelles à la mécanique, en pièces, en bandes ou en motifs (à l’exclusion des dentelles de fibres synthétiques ou artificielles et des produits des positions 6002 à 6006)";"1399";"139911";"C5";"CB";"C13Z";"1399";"139911";"C5";"CB";"C13Z";2004;2020
"5804 30 00";"Dentelles à la main, en pièces, en bandes ou en motifs (à l'excl. des produits des n° 6002 à 6006)";"1399";"139911";"C5";"CB";"C13Z";"1399";"139911";"C5";"CB";"C13Z";1996;2020
"5805 00 00";"Tapisseries tissées à la main [genre Gobelins, Flandres, Aubusson, Beauvais et simil.] et tapisseries à l'aiguille [au petit point, au point de croix, p.ex.], même confectionnées (à l'excl. des tapisseries ayant > 100 ans d'âge ainsi que des tapis dits 'kelim', 'kilim', 'schumacks', 'soumak' ou 'karamanie' ainsi que des tapis simil.)";"1392";"139216";"C5";"CB";"C13Z";"1392";"139216";"C5";"CB";"C13Z";1993;2020
"5806 10 00";"Rubanerie de velours, de peluches, de tissus de chenille ou de tissus bouclés du genre éponge, d'une largeur <= 30 cm (autre que les étiquettes, écussons et articles simil.)";"1396";"139617";"C5";"CB";"C13Z";"1396";"139617";"C5";"CB";"C13Z";1996;2020
"5806 20 00";"Rubanerie, tissée, en matières textiles, contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc, d'une largeur <= 30 cm (à l'excl. de la rubanerie de velours, de peluches, de tissus de chenille ou de tissus bouclés du genre éponge ainsi que les étiquettes, écussons et articles simil.)";"1396";"139617";"C5";"CB";"C13Z";"1396";"139617";"C5";"CB";"C13Z";1996;2020
