"Etablissement";"Siren";"Site";"Site non-trouve";"Categories";"Categorie-2";"Categorie-3";"Categorie-4";"Categorie-5";"Categorie-6";"Categorie-7";"Categorie-8";"Entreprise-de-servicesde-logistique";"Aucune-categorie"
"CHARLATTE MANUTENTION";419926142;"https://charlattemanutention.fayat.com/fr";;;;;;;;;;1;
"MARCEAU";652820507;;1;;;;;;;;;;
"MARELLI AUTOMOTIVE LIGHTING FRANCE";329959217;"https://www.al.world/";;7011;9405;;;;;;;;
"MARGARITELLI FONTAINES";726220171;"https://www.margaritelli.com/";;4409;;;;;;;;;
"MARGARITELLI FRANCE";434046629;"https://batinfo.com/margaritelli";;;;;;;;;;1;
"FLEX-N-GATE MARLES";749811881;"https://www.flex-n-gate.com/";;3926;;;;;;;;;
"FRANCOIS MARTENOT";501570675;"https://www.maisonfrancoismartenot.com/fr/";;2204;;;;;;;;;
"MASSILLY FRANCE";403585458;"https://www.massilly.com/";;8309;7612;7010;;;;;;;
"MASSON MARINE";485090302;"https://www.masson-marine.com/";;8487;;;;;;;;;
"MAYET";378215412;"https://www.texen.com/";;3923;;;;;;;;;
"MBF ALUMINIUM";752816496;;1;;;;;;;;;;
"MECA-PRECIS";319939500;"https://www.meca-precis.fr";;8456;8407;;;;;;;;
"GENERALE DE MECANIQUE APPLIQUEE";627280266;"https://industrie.usinenouvelle.com/fiche/etablissement/generale-de-mecanique-appliquee-84647104";;4819;;;;;;;;;
"GIROD MEDIAS";377704580;"https://www.girodmedias.fr/";;;;;;;;;;1;
"CABINET D'ETUDES MARC MERLIN";428634356;"http://www.cabinet-merlin.fr/";;;;;;;;;;1;
"ENTREPRISE MERLOT";323416966;"https://www.charpente-merlot.fr/";;;;;;;;;;1;
"METAL DEPLOYE";448251348;"https://www.metaldeploye.com/fr";;8311;;;;;;;;;
"METALHOM";792324394;"https://www.metalhom.com/";;8105;7501;;;;;;;;
"METALIS";542820469;"https://www.metalis-group.com/fr.html";;;;;;;;;;1;
"METALIS";542820469;"https://www.metalis-group.com/fr.html";;8484;;;;;;;;;
"METALLIANCE";727020109;"https://www.metalliance-tsi.com/fr/";;;;;;;;;;1;
"METALLIANCE";727020109;"https://www.metalliance-tsi.com/fr/";;;;;;;;;;1;
"ETS METALLURGIQUES E.GODARD";15752660;;1;;;;;;;;;;
"ETS METALLURGIQUES E.GODARD";15752660;;1;;;;;;;;;;
"ETS METALLURGIQUES E.GODARD";15752660;"http://www.groupegodard.fr/";;4707;;;;;;;;;
"ETS METALLURGIQUES E.GODARD";15752660;"http://www.groupegodard.fr/";;;;;;;;;;1;
"ETS METALLURGIQUES E.GODARD";15752660;"http://www.groupegodard.fr/";;;;;;;;;;1;
"FERS ET METAUX";677050049;"http://www.fers-metaux.com/";;;;;;;;;;1;
"FERS ET METAUX";677050049;"http://www.fers-metaux.com/";;2601;7202;7314;7216;7308;;;;;
"FERS ET METAUX";677050049;"http://www.fers-metaux.com/";;2502;2601;;;;;;;;
"METROPLAST";330023656;;1;;;;;;;;;;
"INDUSTRIE DOLOISE DE MICRO-MECANIQUE";395061815;"https://www.idmm-machining.com/";;8459;8456;;;;;;;;
"MICRO-MEGA";612820225;"https://micro-mega.com";;9018;;;;;;;;;
"AUGE MICROTECHNIQUE";303458574;"https://www.amte.com/";;;;;;;;;;1;
"AUGE MICROTECHNIQUE";303458574;"https://www.amte.com/";;;;;;;;;;1;
"ETABLISSEMENTS MIGNOT";627380173;"https://www.minoteriemignot.fr/";;1102;;;;;;;;;
"ETABLISSEMENTS MIGNOT";627380173;"https://industrie.usinenouvelle.com/fiche/etablissement/etablissements-mignot-84606924";;1904;;;;;;;;;
"FROMAGERIE MILLERET";426250023;"https://www.fromagerie-milleret.com/";;406;;;;;;;;;
"MILLET MARIUS";647250240;"https://www.milletplastics-group.com/";;7010;3923;;;;;;;;
"MILLET INJECTION";410333769;"https://www.milletplastics-group.com/";;3923;;;;;;;;;
"MINOTERIE FOREST";306516113;"https://www.minoterie-forest.com/";;1905;;;;;;;;;
"ACTA MOBILIER";350506549;"https://www.acta-mobilier.fr/";;9403;4419;;;;;;;;
"MOBOIS";318867470;"http://www.mobois.com/rubriques/accueil/";;4602;4601;4503;4504;;;;;;
"EOLANE MONTCEAU";440308708;;1;;;;;;;;;;
"MONTRES MICHEL HERBELIN";876950387;"https://www.michel-herbelin.com";;9105;;;;;;;;;
"COOPERATIVE DES MONTS DE JOUX";778275487;"http://www.lesmontsdejoux.com/";;406;;;;;;;;;
"MOULIN JACQUOT";815680327;;1;;;;;;;;;;
"MOWI CUISERY";511249245;;1;;;;;;;;;;
"MSFR";517657979;;1;;;;;;;;;;
"FROMAGERIE MULIN";322356494;"https://www.mulin.fr/";;406;;;;;;;;;
"MYRAL";340811355;"https://www.myral.com/";;;;;;;;;;1;
"NAJA";341713592;;1;;;;;;;;;;
"HYGIENE & NATURE";17150103;"http://www.hygiene-et-nature.com/hygiene-et-nature/";;3303;;;;;;;;;
"NEOS";399337450;;1;;;;;;;;;;
"NESTLE FRANCE";542014428;"https://www.nestle.fr/";;901;902;401;402;1806;1008;2202;;;
"NEXANS FRANCE";428593230;"https://www.nipro-group.com/en/our-company/our-locations/france-aumale";;3207;;;;;;;;;
"NICOLAS INDUSTRIE";398984062;"https://www.nicolas.fr/fr.html";;;;;;;;;;1;
"MOULINS JOSEPH NICOT";382890531;"https://www.nicotmeunerie.fr/";;;;;;;;;;1;
"CONSTRUCTIONS NOGUES";400696175;"https://www.nogues.fr/";;8463;;;;;;;;;
"NOUVELLE IMPRIMERIE LABALLERY";392607545;"https://laballery.fr/";;8440;;;;;;;;;
"NP JURA";352862387;"https://www.clayens-np.com/index.php/";;8515;;;;;;;;;
"AREVA NP";428764500;;1;;;;;;;;;;
"NP JURA";352862387;"https://www.clayens-np.com/implantation/np-jura";;;;;;;;;;1;
"NUTRI BOURGOGNE";401735352;"https://industrie.usinenouvelle.com/fiche/etablissement/nutri-bourgogne-59124659";;1091;;;;;;;;;
"NYCO";582103610;"https://www.nyco-group.com/fr/";;2710;3403;;;;;;;;
"OGF";542076799;"https://www.ogf.fr";;;;;;;;;;1;
"ONCODESIGN";399693811;"https://www.oncodesign.com/fr/";;;;;;;;;;1;
"ORMAPOST";441694106;"https://www.ormazabal.com/fr/";;;;;;;;;;1;
"ORVAL";339617425;;1;;;;;;;;;;
"OXIBIS GROUP";388896904;"https://www.oxibis-group.com/";;7015;9001;9004;;;;;;;
"OXXO";685450363;"http://www.oxxobatiment.fr/";;7604;7606;7608;7610;7016;;;;;
"OXXO EVOLUTION";793293168;"http://www.oxxobatiment.fr/index.php";;7308;4418;;;;;;;;
"HEBERT P.";524374170;"http://www.herplast.com/herplast/accueil-1-1.htm";;3923;;;;;;;;;
"P.F.C.E.";712820976;;1;;;;;;;;;;
"P.R.INDUSTRIE";950499996;"http://www.pr-industrie.com/";;;;;;;;;;1;
"FP PACK";443620182;"https://www.fppack.fr";;4819;;;;;;;;;
"CLP PACKAGING";438273799;;1;;;;;;;;;;
"CLP PACKAGING";438273799;"https://www.usinenouvelle.com/article/clp-packaging-investit-dans-la-finition.N1611017";;4819;;;;;;;;;
"MM PACKAGING FRANCE";425720059;"https://www.mm-packaging.com/unternehmen/werke/europa/mm-packaging-france";;4819;;;;;;;;;
"PALMI D'OR BOURGOGNE";327529178;;1;;;;;;;;;;
"JACQUET PANIFICATION";422845982;"https://painsjacquet.com";;1905;;;;;;;;;
"COMPAGNIE FRANCAISE DU PANNEAU";321177891;"https://www.cfp.fr";;4410;;;;;;;;;
"PAPETERIE DE MANDEURE";339310807;;1;;;;;;;;;;
"PAPETERIES DE DIJON";17150285;"https://industrie.usinenouvelle.com/fiche/etablissement/papeteries-de-dijon-43718584";;4819;;;;;;;;;
"PAPREC METAL";725520639;"https://www.paprec.com/fr/connaitre-le-groupe/organisation-et-implantations/nos-marques/paprec-metal";;7204;;;;;;;;;
"PAQUET";452373087;;1;;;;;;;;;;
"MOULINS DE PARCEY";312939960;"https://www.nicotmeunerie.fr/";;1102;1905;;;;;;;;
"PARISOT";321164626;"https://www.parisot.com/";;9403;9405;4419;6304;;;;;;
"COMPAGNIE FRANCAISE DU PARQUET";309173532;"http://www.cf-parquet.com/";;4409;4407;;;;;;;;
"ERHARD PATISSIER GLACIER";479088528;"https://www.erhard-desserts.com";;1905;;;;;;;;;
"PATURAGES COMTOIS";333435550;"https://paturagescomtois.com/";;406;;;;;;;;;
"PATURAGES COMTOIS";333435550;"https://paturagescomtois.com/";;406;;;;;;;;;
"PENNEQUIN";17051186;"https://www.pennequin.fr";;8430;;;;;;;;;
"MAISON BOUCHARD PERE ET FILS";515420255;"https://www.bouchard-pereetfils.com";;2204;;;;;;;;;
"ALBIZZATI PERE ET FILS";535720122;;1;;;;;;;;;;
"ETABLISSEMENTS ANDRE PERRIER";349363838;"https://www.perrier-sas.fr/";;;;;;;;;;1;
"FROMAGERIES MARCEL PETITE";662820208;"http://www.comte-petite.com/";;406;;;;;;;;;
"PEUGEOT JAPY";383936762;"https://f2jindustry.com/f2j-japy/";;8483;8479;;;;;;;;
"PEUGEOT MOTOCYCLES";875550667;"https://www.peugeot-motocycles.fr/";;8711;8714;;;;;;;;
"GRANDES DISTILLERIES PEUREUX";675850242;"https://www.distilleriespeureux.com/";;2208;;;;;;;;;
"CORDEN PHARMA CHENOVE";421181819;"https://www.cordenpharma.com/facilities/chenove/";;3003;3004;;;;;;;;
"NIPRO PHARMAPACKAGING FRANCE";393424775;"https://industrie.usinenouvelle.com/fiche/etablissement/nipro-pharmapackaging-france-53641514";;7017;;;;;;;;;
"PHILICOT";382890606;"http://www.philicot.fr/";;2309;;;;;;;;;
"PINETTE EMIDECAU INDUSTRIES";331204834;"https://pinetteemidecau.eu/fr";;3405;;;;;;;;;
"PLANETE PAIN";353782626;"https://planetepain.com";;1905;;;;;;;;;
"PLAST MOULDING";497763094;"https://www.plast-moulding.fr/";;8477;8459;;;;;;;;
"BOURBON AUTOMOTIVE PLASTICS MORTEAU PAR ABREVATION BOURBON AP MORTEAU";352690069;"https://industrie.usinenouvelle.com/fiche/etablissement/bourbon-automotive-plastics-morteau-par-abrevation-bourbon-ap-morteau-50554669";;7322;;;;;;;;;
"BOURBON AUTOMOTIVE PLASTICS JURA EN ABREGE BOURBON AP JURA";351909536;;1;;;;;;;;;;
"BOURBON AUTOMOTIVE PLASTICS CHALEZEULE PAR ABREVIATION BOURBON AP CHALEZEULE";349565986;"https://industrie.usinenouvelle.com/fiche/etablissement/bourbon-automotive-plastics-chalezeule-par-abreviation-bourbon-ap-chalezeule-100884631";;8467;;;;;;;;;
"PLASTIGRAY";377846381;"https://plastigray.com";;3926;;;;;;;;;
"PLASTIPAK PACKAGING FRANCE";811986058;"https://www.dplpack.com/";;3923;4819;;;;;;;;
"PAPREC PLASTIQUES";950334458;"https://www.paprec.com/fr/";;3915;;;;;;;;;
"CJS - PLV";835750563;"https://cjs-plv.com/";;9403;;;;;;;;;
"CGR PMPC";775570963;"https://industrie.usinenouvelle.com/fiche/etablissement/cgr-pmpc-85804574";;3405;;;;;;;;;
"MANUF FRANC PNEUMATIQ MICHELIN";855200507;"https://www.michelin.fr/";;4011;4012;8467;;;;;;;
"CAPRON PODOLOGIE";300984598;"https://www.capronpodologie.com/CapronWebSite";;9029;8214;3005;;;;;;;
"POETIC";726620040;"https://poetic-jardin.fr";;6905;;;;;;;;;
"POLYMONT ENGINEERING";302450911;"https://www.polymont-engineering.fr/";;;;;;;;;;1;
"POLYMONT ENGINEERING";302450911;"https://www.polymont-engineering.fr/";;9031;8428;;;;;;;;
"PONTICELLI FRERES";562036624;"https://www.ponticelli.com/";;8481;8430;;;;;;;;
"PORTERET-BEAULIEU INDUSTRIE";318086188;"https://www.pbi-company.com";;7211;;;;;;;;;
"CONSORTIUM FRANCAIS DE CONSTRUCTEURS POUR L'AGRO INDUSTRIE";329152375;"http://cfcai.com/";;8432;8419;8423;;;;;;;
"GE ENERGY POWER CONVERSION FRANCE";481213692;"https://www.gepowerconversion.com/";;;;;;;;;;1;
"PPG AC-FRANCE";572093243;;1;;;;;;;;;;
"MECANIQUE BAUMOISE DE PRECISION";381493923;"https://www.mbp-usinage.fr";;8207;;;;;;;;;
"PRESSE DIFFUSION";392987582;;1;;;;;;;;;;
"ETABLISSEMENTS PRETOT FRERES";300846797;"http://www.etspretot.com/index.php";;8427;8709;;;;;;;;
"NUVIA PROCESS";315667386;"https://www.nuvia.com/fr/entites/france";;8530;;;;;;;;;
"PROCOVES";712054899;"https://wleiprocoves.com/";;4015;4303;;;;;;;;
"PRODIA";449426808;"https://www.prodia.fr/fr";;1512;;;;;;;;;
"FROMAGERIES BEL PRODUCTION FRANCE";493371595;"https://www.groupe-bel.com/fr/";;406;;;;;;;;;
"CHABERT MARILLIER PRODUCTION";342942075;"https://industrie.usinenouvelle.com/fiche/etablissement/chabert-marillier-production-49228569";;4419;;;;;;;;;
"FREYSSINET PRODUCTS COMPANY";572119592;"https://www.freyssinet.com/";;8515;8207;8463;8466;;;;;;
"AKKA INGENIERIE PRODUIT";308884998;"https://www.akka-technologies.com/?lang=fr";;;;;;;;;;1;
"PROFIALIS";622820553;"http://www.profialis.com/fr/";;3925;;;;;;;;;
"LES BOIS PROFILES";796220069;"https://www.ducerf.com";;4418;;;;;;;;;
"ICTA PROJECT MANAGEMENT EN AGREGE ICTA P";448155614;"https://www.icta.fr/";;;;;;;;;;1;
"PROTEOR";542083704;"https://fr.proteor.com";;9018;;;;;;;;;
"GROUPE PSP";351662747;"http://www.psp.fr/";;8477;8515;;;;;;;;
"PURELAB PLASTICS";528955321;"https://www.purelabplastics.com";;3926;;;;;;;;;
"PYLE INDUSTRIES";512435678;"https://www.groupepyle.com/";;8477;8207;8463;;;;;;;
"QUALICONSULT EXPLOITATION";442848925;"https://www.groupe-qualiconsult.fr/";;;;;;;;;;1;
"QUALICONSULT";401449855;"https://www.groupe-qualiconsult.fr";;;;;;;;;;1;
"ETABLISSEMENTS R. GRAINDORGE";706280013;"https://www.graindorge.net/";;3923;;;;;;;;;
"R. BOURGEOIS";562821207;"https://www.rbourgeois.fr/";;8207;;;;;;;;;
"R.H.D. PRODUCTIONS";424472652;"https://www.r-h-d.fr/";;4412;4418;4403;;;;;;;
"EQUAD RCC";317780153;"https://www.equad.fr";;;;;;;;;;1;
"MECANIQUE GENERALE REALISATIONS - MONNIER ENERGIES";793670308;"https://mgr.fr/";;8459;8468;8466;;;;;;;
"RECIPHARM FONTAINE";509186169;"https://www.astreapharma.com/";;;;;;;;;;1;
"BOURGOGNE RECYCLAGE";379909617;"https://www.bourgognerecyclage.com/";;3825;;;;;;;;;
"REFRESCO FRANCE";328024187;"https://www.refresco.fr/fr";;2009;;;;;;;;;
"AXIMA REFRIGERATION FRANCE";440267177;"https://www.equans.fr/";;8418;;;;;;;;;
"REGILAIT";349113662;"https://www.regilait.com/";;402;404;405;;;;;;;
"EBS LE RELAIS BOURGOGNE";529325243;;1;;;;;;;;;;
"EBS LE RELAIS NORD PAS DE CALAIS";333684124;"https://www.lerelais.org/";;;;;;;;;;1;
"RENOLIT ONDEX";388583395;"https://www.renolit.com/fr/";;8432;7308;9405;7318;;;;;;
"RESCASET CONCEPT";301669735;"https://www.groupeguillin.fr/";;3923;;;;;;;;;
"CHARLATTE RESERVOIRS";478041072;"https://charlattereservoirs.fayat.com/fr";;8481;7612;;;;;;;;
"METAL DEPLOYE RESISTOR";444902779;"https://www.mdresistor.com/";;8428;8516;;;;;;;;
"GROUPE ELITE RESTAURATION";331108753;"https://www.elite-restauration.fr/nos-metiers-p15.html";;;;;;;;;;1;
"IMPRESSION ENREGISTRE RESULTAT";622050318;;1;;;;;;;;;;
"RHODIA OPERATIONS";622037083;"https://industrie.usinenouvelle.com/fiche/etablissement/rhodia-operations-84577949";;2846;;;;;;;;;
"CALBERSON RHONE ALPES";393193867;"https://geodis.com/fr";;;;;;;;;;1;
"CEMEX BETONS RHONE-ALPES";400151536;"https://www.cemex.com/web/cemex-france-legacy/implantations/cemex-betons/rhone-alpes";;6810;3824;;;;;;;;
"ITW RIVEX";562079921;;1;;;;;;;;;;
"ETABLISSEMENTS RIVOIRE-JACQUEMIN";645550161;"https://industrie.usinenouvelle.com/fiche/etablissement/etablissements-rivoire-jacquemin-84612174";;406;;;;;;;;;
"LA ROCHERE";815680020;"https://www.larochere.com/";;7010;7013;7016;7020;;;;;;
"ROGER MARTIN";391338449;"https://www.rogermartin.fr/";;8430;6810;;;;;;;;
"ETS ROLOT ET LEMASSON";515520526;"https://dalloz-joaillerie.com/";;7113;;;;;;;;;
"ENTREPRISE HUBERT ROUGEOT MEURSAULT";516020138;"https://www.rougeot-tp.com/";;;;;;;;;;1;
"MANUFACTURE JEAN ROUSSEAU";428603641;"https://www.jean-rousseau.com/fr/";;4202;4203;;;;;;;;
"ROUTES ET CHANTIERS MODERNES";707280236;"http://routesetchantiersmodernes.com/";;8430;8432;;;;;;;;
"RPC EMBALLAGES MOIRANS";501835458;"https://industrie.usinenouvelle.com/fiche/etablissement/rpc-emballages-moirans-76014119";;3923;;;;;;;;;
"RTP FRANCE";778158261;"https://www.rtpcompany.com/";;;;;;;;;;1;
"RUDO-CHANTIER";518937677;;1;;;;;;;;;;
"S O P I L";612820571;"https://www.sopil.fr/";;;;;;;;;;1;
"P M S INDUSTRIE";331842906;;1;;;;;;;;;;
"S M B";329935639;"https://smb-horlogerie.fr/";;9101;9102;7113;;;;;;;
"MONTRES AMBRE S.A.";389715673;"https://industrie.usinenouvelle.com/fiche/etablissement/montres-ambre-sa-52972334";;7113;;;;;;;;;
"GAUSSIN S.A.";676250038;"https://www.gaussin.com";;8426;;;;;;;;;
"REMORQUES LOUAULT S.A.R.L";412001901;"https://www.remorques-louault.com/";;8707;8716;8701;;;;;;;
"DADAUX S.A.S";333076248;"https://dadaux.com/";;8214;8438;;;;;;;;
"CHEMETALL S.A.S";542044417;"https://www.chemetall.com/Global/Europe/France/index.jsp";;2844;;;;;;;;;
"HENDRICKSON FRANCE S.A.S";420976367;;1;;;;;;;;;;
"GUNTHER S.A.S.";677350076;"https://gunther-packaging.com/";;4819;;;;;;;;;
"S.A.S.AGDE COUBLANC";432625424;"https://industrie.usinenouvelle.com/fiche/etablissement/sasagde-coublanc-65117149";;;;;;;;;;1;
"S.A.S.AGDE COUBLANC";432625424;"https://industrie.usinenouvelle.com/fiche/etablissement/sasagde-coublanc-65117149";;9508;;;;;;;;;
"S.C.O.B.";383783495;"https://www.scob-maisonsbois.com";;;;;;;;;;1;
"S.I.S.";421172313;"https://www.sis-fr.com/";;9113;4202;;;;;;;;
"S.N.C.T.P";17050667;"https://www.rogermartin.fr/";;8430;6810;;;;;;;;
"PSA AUTOMOBILES SA";542065479;"http://groupe-psa.com/";;8702;8703;;;;;;;;
"PSA AUTOMOBILES SA";542065479;"https://industrie.usinenouvelle.com/fiche/etablissement/psa-automobiles-sa-84359729";;8703;;;;;;;;;
"EUROPAGRI SA";421620287;;1;;;;;;;;;;
"SA MAISON JOSEPH DROUHIN";515620417;"https://m.drouhin.com/fr/";;2206;8435;2204;;;;;;;
"ERASTEEL CHAMPAGNOLE SA";320564321;"https://www.erasteel.com/";;7602;8454;;;;;;;;
"RAVOYARD SA";409947538;"http://www.ravoyard.fr/";;8547;6810;;;;;;;;
"BURACCO SA";725721104;"http://www.buracco.com/";;8481;;;;;;;;;
"LOOK FIXATIONS SA";397727397;"https://www.look-bindings.com/fr/";;6203;6211;6402;6403;;;;;;
"CURTIL SA";646550079;"https://www.curtil.com/";;8547;8479;;;;;;;;
"CROWN EMBALLAGE FRANCE SA";954200838;"https://industrie.usinenouvelle.com/fiche/etablissement/eviosys-packaging-france-sas-98387599";;3212;;;;;;;;;
"CITELE INDUSTRIE SA";384399507;"https://groupe-citele.com/";;7224;8547;7604;;;;;;;
"EUROCADE SA";393574686;"https://industrie.usinenouvelle.com/fiche/etablissement/eurocade-sa-53329964";;8042;;;;;;;;;
"CHAROLLES ALIMENTS SA";422803601;"http://www.teol-coop.fr/index.php?page=activites";;2309;;;;;;;;;
"RENE PIERRE SA - JEUX AUTOMATIQUES";37050275;"https://www.rene-pierre.fr/";;9504;;;;;;;;;
"FRIGINOX SA";778151241;"https://www.friginox.com/";;8418;;;;;;;;;
"SA DRUET";778536367;"http://www.druet.fr/";;;;;;;;;;1;
"CORNU SA FONTAIN";381990852;"https://www.lafabriquecornu.fr/fr/fontain";;2101;2202;1905;;;;;;;
"COMAP SA";302304068;"https://www.comap.fr/";;8535;7412;;;;;;;;
"SA IMPRIMERIE GEORGES PARIS";36480028;"http://www.igp-etiquette.com";;4821;;;;;;;;;
"AISAN INDUSTRY FRANCE SA";331967943;"https://www.aisanindustryfrance.fr/";;8413;8414;;;;;;;;
"R.S.A. LE RUBIS SA";572091080;"https://alumine-rsa.com/alumines";;7208;7206;7306;;;;;;;
"EMPREINTE SA";635620719;"https://www.empreinte.eu/in";;6108;;;;;;;;;
"EUROPAGRI SA";421620287;"https://www.groupe-sureau.fr/";;8433;8432;;;;;;;;
"SAB MATOUR";383166717;"https://groupe-sab.fr";;8463;;;;;;;;;
"HONEYWELL SAFETY PRODUCTS FRANCHE COMTE";675450167;"https://industrie.usinenouvelle.com/fiche/etablissement/honeywell-safety-products-franche-comte-84736914";;4015;;;;;;;;;
"SAFRAN AIRCRAFT ENGINES";414815217;"https://www.safran-group.com/fr/societes/safran-aircraft-engines";;8802;;;;;;;;;
"SAFRAN ELECTRONICS & DEFENSE ACTUATION";542103031;"https://www.safran-group.com/fr";;;;;;;;;;1;
"SAFRAN ELECTRONICS & DEFENSE";480107911;"https://www.safran-group.com/fr/societes/safran-electronics-defense";;8442;;;;;;;;;
"SAICA PACK FRANCE";632039988;"https://www.saica.com/fr/";;4819;;;;;;;;;
"ALUMINIUM FRANCE EXTRUSION SAINT FLORENTIN";352610646;"https://www.afextrusion.com/";;7601;7604;7606;7607;7608;7610;7615;7616;;
"SAINT GOBAIN PERFORMANCE PLASTICS FRANCE";562032292;"https://www.plastics.saint-gobain.com/";;3917;3918;3919;;;;;;;
"JTEKT AUTOMOTIVE DIJON SAINT-ETIENNE";428709786;"https://industrie.usinenouvelle.com/fiche/etablissement/jtekt-automotive-dijon-saint-etienne-63927824";;2932;;;;;;;;;
"SAINT-GOBAIN ISOVER";312379076;"https://www.isover.fr";;3207;;;;;;;;;
"LES SALAISONS DIJON.A.SABATIER";380773408;"https://www.salaisons-dijonnaises.fr";;210;;;;;;;;;
"SALAISONS BOLARD FRERES";645550062;"https://www.maison-bolard.fr";;1905;;;;;;;;;
"SALAISONS DU MACONNAIS";300747029;"https://www.salaisons-maconnais.fr";;210;;;;;;;;;
"SANDERS AURORE";726220320;"https://industrie.usinenouvelle.com/fiche/etablissement/sanders-aurore-68253639";;1091;;;;;;;;;
"PANNEAUX SANDWICH ISOSTA";950499095;"https://www.isosta.com/";;7601;7603;7604;7605;7606;7608;7610;7616;;
"SAPHIR INDUSTRIE";762200871;;1;;;;;;;;;;
"EUROFLACO DIJON SARL";413379363;"https://www.alpla.com/en";;3923;;;;;;;;;
"PROFIL C SARL";353070105;"http://www.profilc.fr/";;;;;;;;;;1;
"SARL MANHATTAN";423617893;"https://industrie.usinenouvelle.com/fiche/etablissement/sarl-manhattan-55310994";;8542;;;;;;;;;
"APAVE ALSACIENNE SAS";301570446;"https://www.apave.com/fr-FR/";;;;;;;;;;1;
"APAVE ALSACIENNE SAS";301570446;"https://www.apave.fr/implantation/mulhouse";;;;;;;;;;1;
"KRONOSPAN SAS";799378781;"https://fr.kronospan-express.com/fr";;4410;;;;;;;;;
"BENVIC SAS";344713839;"https://www.benvic.com";;3917;;;;;;;;;
"JANVIER SAS";335219184;"https://groupemedicos.com/";;;;;;;;;;;1
"KRONOSPAN SAS";799378781;"https://fr.kronospan-express.com/fr";;4410;;;;;;;;;
"AE2I SAS";422881854;"http://www.ae2i-ingenierie.com/";;;;;;;;;;1;
"MHPS CRANES FRANCE SAS";726820236;"https://www.demagcranes.com/fr/societe";;8427;;;;;;;;;
"KH-SK FRANCE SAS";343229753;"730https://industrie.usinenouvelle.com/fiche/etablissement/kh-sk-france-sas-488190348";;7308;;;;;;;;;
"FUJI AUTOTECH FRANCE SAS";443915871;"http://www.fujiautotech.com";;7322;;;;;;;;;
"DIEHL AUGE DECOUPAGE SAS";495036808;"https://www.diehl.com/metall/fr/entreprise/sites/";;3810;;;;;;;;;
"EMBALLAGES LAURENT SAS";725620736;"https://www.internationalpaper.com/products";;4819;;;;;;;;;
"GCP PRODUITS DE CONSTRUCTIONS SAS";656850054;"https://gcpat.fr/fr-fr";;8825;;;;;;;;;
"SAS JOUSSEAU";480108935;"https://groupe-jousseau.com/";;;;;;;;;;1;
"METSO OUTOTEC FRANCE SAS";685550444;"https://www.mogroup.com/fr/";;;;;;;;;;1;
"REINE DE DIJON SAS";394256275;"https://reinededijon.fr/";;2103;;;;;;;;;
"MOREL FRANCE SAS";646350231;"https://morel-france.com/";;9004;9003;7015;;;;;;;
"C & K COMPONENTS SAS";642044374;"https://www.ckswitches.com/";;8535;8536;;;;;;;;
"GEMDOUBS SAS";794564252;"https://www.gemdoubs.com";;4202;;;;;;;;;
"GEWISS FRANCE SAS";318762325;"https://www.gewiss.com/fr/fr";;7326;;;;;;;;;
"JOHN DEERE SAS";86280393;"https://www.deere.fr/fr/index.html";;;;;;;;;;1;
"AMCOR FLEXIBLES PACKAGING FRANCE SAS";509628798;"https://www.amcor.com/";;3923;4819;;;;;;;;
"NICOLLIN SAS";775644149;"http://www.groupenicollin.com/";;;;;;;;;;1;
"BECKER SAS";303994347;"https://www.transports-becker.fr/";;;;;;;;;;1;
"BENTELER JIT DOUAI SAS";442057816;"https://fr.kompass.com/c/benteler-jit-douai-sas/fr4583447";;8473;;;;;;;;;
"SAS MAYETEL";498952258;;1;;;;;;;;;;
"GESTAMP RONCHAMP SAS";945950830;"https://www.gestamp.com/About-Us/Gestamp-in-the-world/Centers/Europe/France/Gestamp-Ronchamp";;8207;;;;;;;;;
"NICOLLIN SAS";775644149;"http://www.groupenicollin.com/";;;;;;;;;;1;
"DANZER FRANCE SAS";36650117;"https://industrie.usinenouvelle.com/fiche/etablissement/danzer-france-sas-43768339";;4410;;;;;;;;;
"APAVE PARISIENNE SAS";393168273;"https://www.apave.com/fr-FR/";;;;;;;;;;1;
"NORDEON SAS";789020641;"https://industrie.usinenouvelle.com/fiche/etablissement/nordeon-sas-86471274";;8511;;;;;;;;;
"JEAN-LOUIS BURDET SAS";317944205;"https://www.jlburdet.com";;7113;;;;;;;;;
"MONDELEZ FRANCE BISCUITS PRODUCTION SAS";433085149;"https://industrie.usinenouvelle.com/fiche/etablissement/mondelez-france-biscuits-production-sas-55758939";;1905;;;;;;;;;
"SASU PATURAGES COMTOIS";509199469;"https://paturagescomtois.com";;406;;;;;;;;;
"MORTEAU SAUCISSE";340383975;"https://www.morteausaucisse.com";;1601;;;;;;;;;
"MAROQUINERIE DE SAULIEU";428173314;"http://www.maroquineriefrancaise.com/accueil/";;8308;;;;;;;;;
"PEUGEOT SAVEURS";676180169;"https://www.peugeot-saveurs.com/fr_wd/";;6911;;;;;;;;;
"SAVOYE ASSETS MANAGEMENT";335242178;"https://www.savoye.com";;;;;;;;;;1;
"SAVOYE";334170990;"https://www.savoye.com/";;;;;;;;;;1;
"SAVREUX CLAUSSE DECOUPAGE";493814776;;1;;;;;;;;;;
"SCHLIGLER SAS";501643860;"https://www.schligler.fr";;7409;;;;;;;;;
"SCHNEIDER ELECTRIC FRANCE";421106709;"https://www.se.com/fr/fr";;8544;;;;;;;;;
"SCHRADER";602820896;"https://schrader-pacific.fr/";;8481;;;;;;;;;
